MPN,Price,Producer,Name,EAN,Length(mm),Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock(MHz),Vram(GB),Memory Clock(MHz),TDP(W)
GV-R55XTOC-4GD,#N/D,Gigabyte,Gigabyte Radeon RX 5500 XT OC,4.72E+12,225,2,1,0,1,3,0,0,1845,4,14000,110
GV-RX560GAMING OC-2GD,#N/D,Gigabyte,Gigabyte Radeon RX 560 Gaming OC 2G,4.72E+12,190,2,0,1,0,0,0,0,1759,2,14000,90
GV-RX560GAMING OC-4GD,175.21,Gigabyte,Gigabyte Radeon RX 560 Gaming OC 4G,4.72E+12,190,2,0,1,0,0,0,0,1759,4,14000,90
GV-RX560OC-4GD,#N/D,Gigabyte,Gigabyte Radeon RX 560 OC 4G,4.72E+12,170,2,0,1,0,0,0,0,1759,4,14000,80
GV-R56XTGAMING OC-6GD,316.26,Gigabyte,Gigabyte Radeon RX 5600 XT Gaming OC,4.72E+12,279.85,2.5,1,0,1,3,0,0,1620,6,14000,150
GV-R56XTWF2OC-6GD,320.52,Gigabyte,Gigabyte Radeon RX 5600 XT Windforce OC,4.72E+12,228,2,1,0,1,3,0,0,1759,6,14000,150
GV-RX570AORUS-4GD,328.15,Gigabyte,Gigabyte Radeon RX 570 Aorus 4G,4.72E+12,232,2,1,0,0,0,0,0,1280,4,14000,120
GV-RX570GAMING-4GD,160.40,Gigabyte,Gigabyte Radeon RX 570 Gaming 4G,4.72E+12,232,2,1,0,0,0,0,0,1244,4,14000,120
GV-R57-8GD-B,342.40,Gigabyte,Gigabyte Radeon RX 5700,4.72E+12,270,2,1,1,1,3,0,0,1725,8,14000,180
GV-R57GAMING OC-8GD,#N/D,Gigabyte,Gigabyte Radeon RX 5700 Gaming OC,4.72E+12,279.85,2,1,0,1,3,0,0,1750,8,14000,180
GV-R57XT-8GD-B,429.47,Gigabyte,Gigabyte Radeon RX 5700 XT,4.72E+12,270,2,1,1,1,3,0,0,1905,8,14000,225
GV-R57XTGAMING OC-8GD,404.75,Gigabyte,Gigabyte Radeon RX 5700 XT Gaming OC,4.72E+12,279.85,2.5,1,1,1,3,0,0,1905,8,14000,180
GV-R57XTGAMING OC-8GD 2.0,#N/D,Gigabyte,Gigabyte Radeon RX 5700 XT Gaming OC Rev 2.0,4.72E+12,280,2.5,1,1,1,3,0,0,1905,8,14000,180
GV-RX580AORUS-4GD,344.65,Gigabyte,Gigabyte Radeon RX 580 Aorus 4G,4.72E+12,232,2,1,0,1,3,1,0,1365,4,7000,185
GV-RX580AORUS-8GD,364.68,Gigabyte,Gigabyte Radeon RX 580 Aorus 8G,4.72E+12,232,2,1,0,1,3,1,0,1365,8,8000,185
GV-RX580XTRAORUS-8GD,#N/D,Gigabyte,Gigabyte Radeon RX 580 Aorus XTR 8G,4.72E+12,275.5,2,1,0,1,3,1,0,1759,8,4000,185
GV-RX580GAMING-4GD,330.26,Gigabyte,Gigabyte Radeon RX 580 Gaming 4G,4.72E+12,232,2,1,0,1,3,1,0,1340,4,7000,185
GV-RX580GAMING-8GD,244.47,Gigabyte,Gigabyte Radeon RX 580 Gaming 8G,4.72E+12,232,2,1,0,1,3,1,0,1340,8,8000,185
GV-RX590GAMING-8GD 2.0,#N/D,Gigabyte,Gigabyte Radeon RX 590 Gaming 8G (Rev. 2.0),4.72E+12,232,2,1,0,1,3,0,0,1545,8,8000,175
GV-R64D6-4GL,#N/D,Gigabyte,Gigabyte Radeon RX 6400 D6 Low Profile,4.72E+12,182,2,0,0,1,1,0,0,2321,4,14000,53
GV-R64EAGLE-4GD,#N/D,Gigabyte,Gigabyte Radeon RX 6400 Eagle,4.72E+12,192,2,0,0,1,1,0,0,2321,4,14000,53
GV-R79XTGAMING OC-20GD,#N/D,Gigabyte,GIGABYTE Radeon RX 7900 XT Gaming OC,4.72E+12,331,2.5,2,0,2,2,0,0,2535,20,20000,320
GV-R79XTXGAMING OC-24GD,#N/D,Gigabyte,GIGABYTE Radeon RX 7900 XTX Gaming OC,4.72E+12,331,2.5,2,0,2,2,0,0,2525,24,20000,355
GV-RXVEGA56-8GD-B,#N/D,Gigabyte,Gigabyte Radeon RX Vega 56 8G,4.72E+12,272,2,2,0,0,0,0,0,1759,8,1600,250
GV-RXVEGA56GAMING OC-8GD,306.10,Gigabyte,Gigabyte Radeon RX Vega 56 Gaming OC,4.72E+12,273.8,2.5,2,0,3,3,0,0,1501,8,800,250
GV-RXVEGA64-8GD-B,#N/D,Gigabyte,Gigabyte Radeon RX Vega 64 8G,4.72E+12,283,2,2,0,0,0,0,0,1759,8,1890,300
GV-RXVEGA64GAMING OC-8GD,701.82,Gigabyte,Gigabyte Radeon RX Vega 64 Gaming OC,4.72E+12,273.8,2.5,2,0,3,3,0,0,1560,8,945,300
GV-RXVEGA64SIL-8GD-B,#N/D,Gigabyte,Gigabyte Radeon RX Vega 64 Silver 8G,4.72E+12,283,2,2,0,0,0,0,0,1759,8,1890,300
GV-RXVEGA64X W-8GD-B,#N/D,Gigabyte,Gigabyte Radeon RX Vega 64 Watercooling 8G,4.72E+12,283,2,2,0,0,0,0,0,1759,8,1890,300
GV-RVEGA20-16GD-B,741.99,Gigabyte,Gigabyte Radeon VII,4.72E+12,280,2,2,0,1,3,0,0,1750,16,2000,300
C78X-1SDN-L5HSX,#N/D,INNO3D,GTX 780 iChill HerculeZ X3,8.35E+11,288,2,1,1,1,1,1,1,1046,3,6212,250
H240F2G,#N/D,HIS,HIS Radeon R7 240 iCooler,4.90E+12,172,1,0,0,1,0,1,1,730,2,1800,30
N1030-1SDV-E5BL,#N/D,INNO3D,INNO3D GeForce GT 1030 0dB,8.35E+11,167,2,0,0,0,0,0,0,1468,2,14000,30
N10502-1SDV-E5CM,#N/D,INNO3D,INNO3D GeForce GTX 1050 Compact Single Slot,8.35E+11,211,1,0,0,0,0,0,0,1455,2,14000,75
N1050-1SDV-E5CM,#N/D,INNO3D,INNO3D GeForce GTX 1050 Compact X1,8.35E+11,145,2,0,0,0,0,0,0,1455,2,4,75
N105T2-1SDV-M5CM,#N/D,INNO3D,INNO3D GeForce GTX 1050 Ti Compact Single Slot,8.35E+11,211,1,0,0,0,0,0,0,1392,4,14000,75
N105T-1SDV-M5CM,#N/D,INNO3D,INNO3D GeForce GTX 1050 Ti Compact X1,8.35E+11,145,2,0,0,0,0,0,0,1392,4,4,75
N105T-1DDV-M5CM,#N/D,INNO3D,INNO3D GeForce GTX 1050 Ti Twin X2,8.35E+11,195,2,0,0,0,0,0,0,1392,4,4,75
N1060-1SDN-N5GNX,#N/D,INNO3D,INNO3D GeForce GTX 1060 Gaming OC X2,8.35E+11,275,2,1,0,0,0,0,0,1784,6,14000,120
C106B-1SDN-N5GNX,#N/D,INNO3D,INNO3D GeForce GTX 1060 iChill Black Edition,8.35E+11,266,2.5,1,0,1,3,1,0,1784,6,4100,120
C1060-1SDN-L5GNX,#N/D,INNO3D,INNO3D GeForce GTX 1060 iChill X3,8.35E+11,302.2,2.5,1,0,1,3,1,0,1784,3,4100,120
C1060-1SDN-N5GNX,#N/D,INNO3D,INNO3D GeForce GTX 1060 iChill X3,8.35E+11,302.2,2.5,1,0,0,0,0,0,1784,6,14000,120
C106XF-3SDN-N5GSX,#N/D,INNO3D,INNO3D GeForce GTX 1060 iChill X3 OC 9 Gbps,8.35E+11,302.2,2.5,1,0,1,1,2,0,1784,6,4500,120
C106F2-3SDN-N5GSX,#N/D,INNO3D,INNO3D GeForce GTX 1060 iChill X3 V2,8.35E+11,302.2,2.5,1,0,0,0,0,0,1771,6,14000,120
N106F-5SDN-N5GS,#N/D,INNO3D,INNO3D GeForce GTX 1060 Twin X2,8.35E+11,218,2,0,1,0,0,0,0,1708,6,14000,120
N106F-2SDN-L5GS,#N/D,INNO3D,INNO3D GeForce GTX 1060 Twin X2,8.35E+11,218,2,0,1,0,0,0,0,1708,3,14000,120
N1070-1SDN-P5DNX,#N/D,INNO3D,INNO3D GeForce GTX 1070 Gaming OC,8.35E+11,275,2,1,0,0,0,0,0,1746,8,14000,150
C107V3-1SDN-P5DNX,#N/D,INNO3D,INNO3D GeForce GTX 1070 iChill X3,8.35E+11,302.2,2.5,1,0,0,0,0,0,1822,8,14000,150
C107V4-1SDN-P5DNX,#N/D,INNO3D,INNO3D GeForce GTX 1070 iChill X4,8.35E+11,302.2,2.5,1,0,0,0,0,0,1822,8,14000,150
C107T3-1SDN-P5DN,#N/D,INNO3D,INNO3D GeForce GTX 1070 Ti iChill X3,8.35E+11,305.2,2.5,1,0,0,0,0,0,1683,8,2,180
C107T4-1SDN-P5DN,#N/D,INNO3D,INNO3D GeForce GTX 1070 Ti iChill X4,8.35E+11,302.2,2.5,1,0,0,0,0,0,1683,8,2,180
N107T-1DDN-P5DN,#N/D,INNO3D,INNO3D GeForce GTX 1070 Ti Jet-Fan,8.35E+11,266.7,2,1,0,0,0,0,0,1683,8,2,180
N107T-1SDN-P5DN,#N/D,INNO3D,INNO3D GeForce GTX 1070 Ti Twin X2,8.35E+11,266,2,1,0,0,0,0,0,1683,8,2,180
N1070-2SDV-P5DS,#N/D,INNO3D,INNO3D GeForce GTX 1070 Twin X2,8.35E+11,220,2,1,0,0,0,0,0,1683,8,14000,150
N1080-1DDN-P6DN,#N/D,INNO3D,INNO3D GeForce GTX 1080 Founders Edition,8.35E+11,266.7,2,1,0,1,3,1,0,1733,8,5000,180
N1080-1SDN-P6DNX,#N/D,INNO3D,INNO3D GeForce GTX 1080 Gaming OC,8.35E+11,275,2,1,0,0,0,0,0,1847,8,14000,180
C108B-3SDN-P6DNX,#N/D,INNO3D,INNO3D GeForce GTX 1080 iChill Black Edition,8.35E+11,266,2.5,1,1,0,0,0,0,1898,8,14000,180
C108V3-2SDN-P6DNX,#N/D,INNO3D,INNO3D GeForce GTX 1080 iChill X3,8.35E+11,302.2,3,1,1,0,0,0,0,1898,8,14000,180
C108X3-2SDN-P6DNX,#N/D,INNO3D,INNO3D GeForce GTX 1080 iChill X3 11 Gbps,8.35E+11,302.2,2.5,1,1,0,0,0,0,1759,8,14000,180
C108V4-2SDN-P6DNX,#N/D,INNO3D,INNO3D GeForce GTX 1080 iChill X4,8.35E+11,302.2,2.5,1,1,0,0,0,0,1898,8,14000,180
C108X4-2SDN-P6DNX,#N/D,INNO3D,INNO3D GeForce GTX 1080 iChill X4 11 Gbps,8.35E+11,302.2,2.5,1,1,0,0,0,0,1759,8,14000,180
N108T-1DDN-Q6MO,#N/D,INNO3D,INNO3D GeForce GTX 1080 Ti Founders Edition,8.35E+11,266.7,2,1,1,1,3,0,0,1582,11,5500,250
N108T-1SDN-Q6MNX,#N/D,INNO3D,INNO3D GeForce GTX 1080 Ti Gaming OC,8.35E+11,275,2,1,1,0,0,0,0,1670,11,14000,250
C108TB-1SDN-Q6MNX,#N/D,INNO3D,INNO3D GeForce GTX 1080 Ti iChill Black Edition,8.35E+11,266,2.5,1,1,0,0,0,0,1721,11,8,250
C108T3C-1SDN-Q6MNX,#N/D,INNO3D,INNO3D GeForce GTX 1080 Ti iChill X3,8.35E+11,302.5,2.5,1,1,0,0,0,0,1683,11,14000,250
C108T3-1SDN-Q6MNX,#N/D,INNO3D,INNO3D GeForce GTX 1080 Ti iChill X3 Ultra,8.35E+11,302.2,2.5,1,1,0,0,0,0,1721,11,14000,250
C108T4C-1SDN-Q6MNX,#N/D,INNO3D,INNO3D GeForce GTX 1080 Ti iChill X4,8.35E+11,302.5,2.5,1,1,0,0,0,0,1683,11,14000,250
C108T4-1SDN-Q6MNX,#N/D,INNO3D,INNO3D GeForce GTX 1080 Ti iChill X4 Ultra,8.35E+11,302.2,2.5,1,1,0,0,0,0,1721,11,14000,250
N108T-1SDN-Q6MN,#N/D,INNO3D,INNO3D GeForce GTX 1080 Ti Twin X2,8.35E+11,266,2,1,1,0,0,0,0,1582,11,14000,250
N16501-04D6-1177VA19,#N/D,INNO3D,INNO3D GeForce GTX 1650 Compact,8.35E+11,160,2,0,0,1,2,0,0,1590,4,8000,75
N165S1-04D6-1720VA29,#N/D,INNO3D,INNO3D GeForce GTX 1650 Super Compact X,8.35E+11,188,2,0,1,1,1,1,0,1725,4,12000,100
N165S2-04D6X-1720VA31,#N/D,INNO3D,INNO3D GeForce GTX 1650 Super Twin X2 OC,8.35E+11,220.1,2,0,1,1,1,1,0,1755,4,12000,100
N16502-04D6X-1177VA25,#N/D,INNO3D,INNO3D GeForce GTX 1650 Twin X2 OC,8.35E+11,196,2,0,0,1,2,0,0,1620,4,8000,75
N166S1-06D6-1712VA29,#N/D,INNO3D,INNO3D GeForce GTX 1660 Super Compact,4.90E+12,188,2,1,0,1,3,0,0,1785,6,14000,120
N166SK-06D6,#N/D,INNO3D,INNO3D GeForce GTX 1660 Super Twin X2,8.35E+11,220,2,1,0,1,3,0,0,1785,6,8000,125
N166T2-06D6-1710VA15,#N/D,INNO3D,INNO3D GeForce GTX 1660 Ti Twin X2,8.35E+11,196,2,1,0,1,1,0,0,1770,6,12000,120
N16602-06D5-1521VA15L,#N/D,INNO3D,INNO3D GeForce GTX 1660 Twin X2 LHR,4.90E+12,220,2,1,0,1,3,0,0,1785,6,8000,120
N206S1-08D6-1710VA20,#N/D,INNO3D,INNO3D GeForce RTX 2060 Super Compact X,8.35E+11,186,2,1,0,1,1,0,0,1650,8,14000,175
C206S3-08D6X-1731VA17,#N/D,INNO3D,INNO3D GeForce RTX 2060 Super iChill X3 Ultra,8.35E+11,302.2,3,1,0,1,3,0,0,1695,8,14000,185
N206S2-08D6X-1710VA15L,#N/D,INNO3D,INNO3D GeForce RTX 2060 Super Twin X2 OC,4.90E+12,220,2,1,0,1,1,0,0,1665,8,14000,175
N20602-06D6-1710VA23,#N/D,INNO3D,INNO3D GeForce RTX 2060 Twin X2,8.35E+11,196,2,1,0,0,3,0,0,1680,6,14000,160
C207SB-08D6X-11800004,#N/D,INNO3D,INNO3D GeForce RTX 2070 Super iChill Black,8.35E+11,272,2,1,1,1,1,0,0,1905,8,14000,255
C207SB-08D6X-1180FROS,#N/D,INNO3D,INNO3D GeForce RTX 2070 Super iChill Frostbite,8.35E+11,266.7,2,1,1,1,3,0,0,1905,8,14000,260
C207S3-08D6X-1780VA26,#N/D,INNO3D,INNO3D GeForce RTX 2070 Super iChill X3 Ultra,8.35E+11,300,3,2,0,1,3,0,0,1905,8,14000,255
N207S1-08D6-1180651,#N/D,INNO3D,INNO3D GeForce RTX 2070 Super Jet,8.35E+11,268,2,1,1,1,1,0,0,1770,8,14000,215
N207S2-08D6X-11801167,#N/D,INNO3D,INNO3D GeForce RTX 2070 Super Twin X2 OC,8.35E+11,268,2.5,1,1,1,3,0,0,1785,8,14000,215
N20702-08D6-1160VA22,#N/D,INNO3D,INNO3D GeForce RTX 2070 Twin X2,4.90E+12,196,2,1,0,1,2,1,0,1620,8,14000,210
N20702-08D6X-2511683,#N/D,INNO3D,INNO3D GeForce RTX 2070 X2 OC,4.90E+12,268,2,1,1,1,2,0,0,1755,8,14000,220
C208SB-08D6X-11800004,#N/D,INNO3D,INNO3D GeForce RTX 2080 Super iChill Black Edition,8.35E+11,272,2,1,1,1,3,0,0,1845,8,15500,250
C208SB-08D6X-1180FROS,#N/D,INNO3D,INNO3D GeForce RTX 2080 Super iChill Frostbite,8.35E+11,265,2,1,1,1,3,0,0,1845,8,15500,250
C208S3-08D6X-1780VA26,#N/D,INNO3D,INNO3D GeForce RTX 2080 Super iChill X3 Ultra,8.35E+11,300,3,1,1,1,3,0,0,1845,8,15500,250
N208T3-11D6X-1150VA24,#N/D,INNO3D,INNO3D GeForce RTX 2080 Ti Gaming OC X,4.90E+12,272,2,2,0,1,3,0,0,1635,11,14000,250
C208TB-11D6X-11500004,#N/D,INNO3D,INNO3D GeForce RTX 2080 Ti iChill Black Edition,8.35E+11,272,2,2,0,1,3,0,0,1695,11,14000,335
C208TB-11D6X-1150FROS,#N/D,INNO3D,INNO3D GeForce RTX 2080 Ti iChill Frostbite,8.35E+11,265,2,2,0,1,1,0,0,1695,11,14000,285
N208T1-11D6-1150022,#N/D,INNO3D,INNO3D GeForce RTX 2080 Ti Jet,8.35E+11,268,2,2,0,1,3,0,0,1545,11,14000,250
N208T2-11D6-1150633,#N/D,INNO3D,INNO3D GeForce RTX 2080 Ti Twin X,8.35E+11,268,2,2,0,1,3,0,0,1545,11,14000,285
N208T2-11D6X-1150633,#N/D,INNO3D,INNO3D GeForce RTX 2080 Ti X2 OC,8.35E+11,268,2,2,0,1,3,0,0,1590,11,14000,0
N20802-08D6X-1180633,#N/D,INNO3D,INNO3D GeForce RTX 2080 X2 OC,4.90E+12,268,2,1,1,1,3,0,0,1759,8,14000,225
C3080B-106XX-1810003H,#N/D,INNO3D,INNO3D GeForce RTX 3080 iChill Black LHR,8.35E+11,226,3,2,0,1,3,0,0,1770,10,19000,340
C30804-126XX-1810VA36H,#N/D,INNO3D,INNO3D GeForce RTX 3080 iChill X4 LHR,8.35E+11,300,3,2,0,1,3,0,0,1759,12,19000,350
N406T2-16D6X-178055N,#N/D,INNO3D,INNO3D GeForce RTX 4060 Ti 16GB Twin X2 OC,8.35E+11,250,2,1,0,1,3,0,0,2595,16,18000,160
N406T2-16D6X-178055W,#N/D,INNO3D,INNO3D GeForce RTX 4060 Ti 16GB Twin X2 OC White,8.35E+11,250,2,1,0,1,3,0,0,2595,16,18000,160
N407T3-126XX-186148W,#N/D,INNO3D,INNO3D GeForce RTX 4070 Ti X3 OC White,4.90E+12,297,2,0,0,1,3,0,0,2640,12,21000,285
50IQH8DSN8OK,#N/D,KFA2,KFA2 GeForce GTX 1050 Ti OC,4.90E+12,196,2,0,1,0,0,0,0,1417,4,4,75
60NRH7DVM6EK,#N/D,KFA2,KFA2 GeForce GTX 1060 EXOC,4.90E+12,268,2,0,1,0,0,0,0,1759,6,4,120
60NRH7DSL9OK,#N/D,KFA2,KFA2 GeForce GTX 1060 OC,4.90E+12,228,2,0,1,0,0,0,0,1733,6,4,120
60NNH7DSL9CK,#N/D,KFA2,KFA2 GeForce GTX 1060 OC,4.90E+12,228,2,0,1,0,0,0,0,1733,3,4,120
70NSH6DHM9EK,#N/D,KFA2,KFA2 GeForce GTX 1070 EXOC Sniper Black,4.90E+12,296,2,1,1,0,0,0,0,1784,8,14000,150
70NSH6DHL2SK,#N/D,KFA2,KFA2 GeForce GTX 1070 Hall of Fame Edition,4.90E+12,317,2.5,2,0,0,0,0,0,1822,8,14000,150
70NSH6DS2HRK,#N/D,KFA2,KFA2 GeForce GTX 1070 Katana Single Slot,4.90E+12,267,1,1,0,0,0,0,0,1708,8,14000,150
70NSH6DVO5MK,#N/D,KFA2,KFA2 GeForce GTX 1070 OC Mini,4.90E+12,195,2,1,0,0,0,0,0,1708,8,14000,150
80NSJ6DHL4EK,#N/D,KFA2,KFA2 GeForce GTX 1080 EXOC,4.90E+12,282,2,1,1,0,0,0,0,1797,8,14000,180
80NSJ6DHL2SK,#N/D,KFA2,KFA2 GeForce GTX 1080 Hall of Fame Edition,4.90E+12,317,2.5,2,0,0,0,0,0,1873,8,14000,180
80IUJBMDP9VK,#N/D,KFA2,KFA2 GeForce GTX 1080 Ti,4.90E+12,281,2,1,1,0,0,0,0,1582,11,14000,250
80IUJBMDP0EK,#N/D,KFA2,KFA2 GeForce GTX 1080 Ti EXOC,4.90E+12,281,2,1,1,0,0,0,0,1645,11,14000,250
80IUJBDHQ7FK,#N/D,KFA2,KFA2 GeForce GTX 1080 Ti Hall Of Fame,4.90E+12,327,3,3,0,1,3,1,0,1683,11,5500,250
V809-2498R,#N/D,MSI,MSI GeForce GT 1030 2GH LP OC,4.72E+12,153,2,0,0,0,0,0,0,1518,2,4,30
V809-2825R,#N/D,MSI,MSI GeForce GT 1030 2GHD4 LP OC,4.72E+12,153,2,0,0,1,1,0,0,1430,2,6008,30
V809-2824R,#N/D,MSI,MSI GeForce GT 1030 Aero ITX 2GD4 OC,4.72E+12,147,2,0,0,1,1,0,0,1518,2,6008,30
V809-2000R,#N/D,MSI,MSI GeForce GT 710 LP Passiv,4.72E+12,146,1,0,0,1,0,1,1,954,2,1600,19
V809-2287R,#N/D,MSI,MSI GeForce GTX 1050 2G OC,4.72E+12,177,2,0,0,1,1,0,1,1518,2,3500,75
V809-2410R,#N/D,MSI,MSI GeForce GTX 1050 2GT LP,4.72E+12,182,2,0,0,0,0,0,0,1455,2,4,75
V809-2286R,#N/D,MSI,MSI GeForce GTX 1050 2GT OC,4.72E+12,215,2,0,0,0,0,0,0,1518,2,4,75
V335-007R,#N/D,MSI,MSI GeForce GTX 1050 Gaming X 2G,4.72E+12,229,2,0,1,0,0,0,0,1531,2,14000,75
V809-2272R,#N/D,MSI,MSI GeForce GTX 1050 Ti 4G OC,4.72E+12,177,2,0,0,1,1,0,1,1455,4,3500,75
V809-2404R,#N/D,MSI,MSI GeForce GTX 1050 Ti 4GT LP,4.72E+12,182,2,0,0,0,0,0,0,1392,4,4,75
V809-2277R,166.10,MSI,MSI GeForce GTX 1050 Ti 4GT OC,4.72E+12,215,2,0,0,0,0,0,0,1455,4,14000,75
V335-012R,#N/D,MSI,MSI GeForce GTX 1050 Ti Gaming 4G,4.72E+12,229,2,0,1,0,0,0,0,1417,4,14000,75
V335-001R,151.59,MSI,MSI GeForce GTX 1050 Ti Gaming X 4G,4.72E+12,229,2,0,1,0,0,0,0,1468,4,14000,75
V809-2234R,#N/D,MSI,MSI GeForce GTX 1060 6GT OCV1,4.72E+12,247,2,0,1,0,0,0,0,1759,6,4,120
V328-088R,#N/D,MSI,MSI GeForce GTX 1060 Aero ITX 3G OC,4.72E+12,175,2,0,1,0,0,0,0,1759,3,4,120
V328-086R,#N/D,MSI,MSI GeForce GTX 1060 Aero ITX 6G OC,4.72E+12,175,2,0,1,0,0,0,0,1759,6,14000,120
V328-024R,#N/D,MSI,MSI GeForce GTX 1060 Armor 3G OCV1,4.72E+12,279,2,1,0,0,0,0,0,1759,3,14000,120
V328-023R,#N/D,MSI,MSI GeForce GTX 1060 Armor 6G OCV1,4.72E+12,279,2,1,0,0,0,0,0,1759,6,4,120
V328-012R,#N/D,MSI,MSI GeForce GTX 1060 Gaming 6G,4.72E+12,277,2,1,0,0,0,0,0,1746,6,14000,120
V328-014R,#N/D,MSI,MSI GeForce GTX 1060 Gaming X 3G,4.72E+12,277,2,1,0,0,0,0,0,1809,3,50,120
V328-001R,#N/D,MSI,MSI GeForce GTX 1060 Gaming X 6G,4.72E+12,277,2,1,0,0,0,0,0,1809,6,50,120
V328-219R,#N/D,MSI,MSI GeForce GTX 1060 Gaming X+ 6G 9 Gbps,4.72E+12,277,2,1,0,2,2,1,0,1784,6,4513,120
V330-090R,#N/D,MSI,MSI GeForce GTX 1070 Aero ITX 8G OC,4.72E+12,175,2,1,0,0,0,0,0,1721,8,4,150
V330-003R,#N/D,MSI,MSI GeForce GTX 1070 Armor 8G OC,4.72E+12,279,2,1,0,0,0,0,0,1721,8,4,150
V330-015R,#N/D,MSI,MSI GeForce GTX 1070 Gaming 8G,4.72E+12,279,2,1,1,1,3,1,0,1708,8,4004,150
V330-001R,#N/D,MSI,MSI GeForce GTX 1070 Gaming X 8G,4.72E+12,279,2,1,1,0,0,0,0,1771,8,14000,150
V330-002R,#N/D,MSI,MSI GeForce GTX 1070 Gaming Z 8G,4.72E+12,279,2,1,1,0,0,0,0,1835,8,14000,150
V330-069R,#N/D,MSI,MSI GeForce GTX 1070 Quick Silver 8G OC,4.72E+12,279,2,1,1,1,3,1,0,1771,8,14000,150
V330-012R,#N/D,MSI,MSI GeForce GTX 1070 Sea Hawk X,4.72E+12,270,2,1,0,1,3,1,0,1771,8,14000,150
V330-235R,#N/D,MSI,MSI GeForce GTX 1070 Ti Aero 8G,4.72E+12,269,2,1,0,0,0,0,0,1683,8,2,180
V330-223R,#N/D,MSI,MSI GeForce GTX 1070 Ti Armor 8G,4.72E+12,279,2,1,1,0,0,0,0,1683,8,2,180
V330-237R,#N/D,MSI,MSI GeForce GTX 1070 Ti Gaming 8G,4.72E+12,279,2,1,1,0,0,0,0,1683,8,2,180
V336-015R,#N/D,MSI,MSI GeForce GTX 1080 Aero 8G OC,4.72E+12,269,2,1,0,0,0,0,0,1771,8,5,180
V336-004R,#N/D,MSI,MSI GeForce GTX 1080 Armor 8G OC,4.72E+12,279,2,1,1,0,0,0,0,1797,8,5,180
V801-1289R,#N/D,MSI,MSI GeForce GTX 1080 Founders Edition,4.72E+12,266.7,2,1,0,1,3,1,0,1733,8,5000,180
V336-001R,#N/D,MSI,MSI GeForce GTX 1080 Gaming X 8G,4.72E+12,279,2,1,1,0,0,0,0,1822,8,14000,180
V336-060R,#N/D,MSI,MSI GeForce GTX 1080 Gaming X+ 8G 11 Gbps,4.72E+12,277,2,1,1,1,3,1,0,1822,8,5555,180
V336-002R,#N/D,MSI,MSI GeForce GTX 1080 Gaming Z 8G,4.72E+12,279,2,1,1,0,0,0,0,1873,8,14000,180
V336-014R,#N/D,MSI,MSI GeForce GTX 1080 Sea Hawk X,4.72E+12,270,2,1,0,1,3,1,0,1847,8,5054,180
V360-007R,#N/D,MSI,MSI GeForce GTX 1080 Ti Aero 11G OC,4.72E+12,269,2,1,1,0,0,0,0,1680,11,8,250
V360-010R,#N/D,MSI,MSI GeForce GTX 1080 Ti Armor 11G OC,4.72E+12,290,2,1,1,0,0,0,0,1645,11,8,250
V801-1401R,#N/D,MSI,MSI GeForce GTX 1080 Ti Founders Edition,4.72E+12,266.7,2,1,1,1,3,0,0,1582,11,5500,250
V360-001R,779.02,MSI,MSI GeForce GTX 1080 Ti Gaming X 11G,4.72E+12,290,2.5,2,0,0,0,0,0,1657,11,14000,250
V360-047R,#N/D,MSI,MSI GeForce GTX 1080 Ti Gaming X Trio,4.72E+12,320,3,2,0,0,0,0,0,1657,11,14000,250
V360-037R,#N/D,MSI,MSI GeForce GTX 1080 Ti Sea Hawk EK X,4.72E+12,277,2,1,1,1,3,1,0,1657,11,14000,250
V360-009R,#N/D,MSI,MSI GeForce GTX 1080 Ti Sea Hawk X,4.72E+12,270,2,1,1,1,3,1,0,1657,11,14000,250
V809-3446R,#N/D,MSI,MSI GeForce GTX 1650 Aero ITX 4G OC,4.72E+12,170,2,0,0,1,1,1,0,1620,4,6000,75
V809-3610R,#N/D,MSI,MSI GeForce GTX 1650 Aero ITX OCV1,4.72E+12,171,2,0,0,2,1,0,0,1620,4,8000,75
V387-002R,#N/D,MSI,MSI GeForce GTX 1650 Gaming X,4.72E+12,245,2,0,1,1,2,0,0,1710,4,6000,75
V380-003R,180.07,MSI,"MSI GeForce GTX 1650 Gaming X 4G, 4096 MB GDDR5",4.72E+12,259,2,0,0,1,1,0,0,1860,4,8000,75
V385-003R,#N/D,MSI,MSI GeForce GTX 1650 Super Gaming X,4.72E+12,248,2,0,1,1,3,0,0,1755,4,12000,100
V809-3445R,#N/D,MSI,MSI GeForce GTX 1650 Ventus XS 4G OC,4.72E+12,178,2,0,1,1,1,1,0,1620,4,6000,75
V809-3609R,115.32,MSI,MSI GeForce GTX 1650 Ventus XS OCV1,4.72E+12,179,2,0,0,2,1,0,0,1620,4,8000,75
V379-001R,250.45,MSI,MSI GeForce GTX 1660 Gaming X,4.72E+12,247,2,1,0,1,3,0,0,1860,6,8000,130
V809-3262R,#N/D,MSI,MSI GeForce GTX 1660 Super Aero ITX OC,4.72E+12,179,,1,0,1,1,1,0,1815,6,14000,125
V375-282R,#N/D,MSI,MSI GeForce GTX 1660 Super Gaming X,4.72E+12,247,2.5,1,0,1,3,0,0,1830,6,14000,125
V375-279R,256.77,MSI,MSI GeForce GTX 1660 Super Ventus XS OC,4.72E+12,204,2,1,0,1,3,0,0,1815,6,14000,125
